#separator:tab
#html:false
你好！	你好！   MDBG    Nǐ hǎo!     English Hello / how are you
中国很大。	中国很大。   MDBG    Zhōngguó hěn dà.     English China is very big.
China is very big.	China is very big.   中国很大。  MDBG    Zhōngguó hěn dà.
他是美国人。	他是美国人。   MDBG    Tā shì Měiguó rén.     English He's an American.
He's an American.	He's an American.   他是美国人。  MDBG    Tā shì Měiguó rén.
我是美国人。	我是美国人。   MDBG    Wǒ shì Měiguórén.     English I am an American.
I am an American.	I am an American.   我是美国人。  MDBG    Wǒ shì Měiguórén.
他很喜欢美国。	他很喜欢美国。   MDBG    Tā hěn xǐhuan Měiguó.     English He really likes the United States.
He really likes the United States.	He really likes the United States.   他很喜欢美国。  MDBG    Tā hěn xǐhuan Měiguó.
美国大吗？	美国大吗？   MDBG    Měiguó dà ma?     English Is the United States big?
Is the United States big?	Is the United States big?   美国大吗？  MDBG    Měiguó dà ma?
他是谁？	他是谁？   MDBG    Tā shì shéi?     English Who is he?
Who is he?	Who is he?   他是谁？  MDBG    Tā shì shéi?
谁是你的学生？	谁是你的学生？   MDBG    Shéi shì nǐ de xuésheng?     English Who is your student?
Who is your student?	Who is your student?   谁是你的学生？  MDBG    Shéi shì nǐ de xuésheng?
我怎么去北京？	我怎么去北京？   MDBG    Wǒ zěnme qù Běijīng?     English How do I get to Beijing?
How do I get to Beijing?	How do I get to Beijing?   我怎么去北京？  MDBG    Wǒ zěnme qù Běijīng?
她要去北京。	她要去北京。   MDBG    Tā yào qù Běijīng.     English She will to go to Beijing.
She will to go to Beijing.	She will to go to Beijing.   她要去北京。  MDBG    Tā yào qù Běijīng.
您是中国人吗？	您是中国人吗？   MDBG    Nín shì Zhōngguórén ma?     English Are you Chinese?
Are you Chinese?	Are you Chinese?   您是中国人吗？  MDBG    Nín shì Zhōngguórén ma?
我要去北京。	我要去北京。   MDBG    Wǒ yào qù Běijīng.     English I'm going to Beijing.
I'm going to Beijing.	I'm going to Beijing.   我要去北京。  MDBG    Wǒ yào qù Běijīng.
你想去北京吗？	你想去北京吗？   MDBG    Nǐ xiǎng qù Běijīng ma?     English Would you like to go to Beijing?
Would you like to go to Beijing?	Would you like to go to Beijing?   你想去北京吗？  MDBG    Nǐ xiǎng qù Běijīng ma?
这里是美国。	这里是美国。   MDBG    zhèlǐ shì Měiguó.     English This is America.
This is America.	This is America.   这里是美国。  MDBG    zhèlǐ shì Měiguó.
这里是哪里啊？	"这里是哪里啊？   MDBG    zhèlǐ shì nǎli a?     English Where am I? (literally ""Where is here?"")"
"Where am I? (literally ""Where is here?"")"	"Where am I? (literally ""Where is here?"")   这里是哪里啊？  MDBG    zhèlǐ shì nǎli a?"
这是我家。	这是我家。   MDBG    Zhè shì wǒ jiā.     English This is my home.
This is my home.	This is my home.   这是我家。  MDBG    Zhè shì wǒ jiā.
他是什么地方人？	他是什么地方人？   MDBG    Tā shì shénme dìfang rén?     English Where is he from?
Where is he from?	Where is he from?   他是什么地方人？  MDBG    Tā shì shénme dìfang rén?
北京是个大的地方。	北京是个大的地方。   MDBG    Běijīng shì gè dà de dìfang.     English Beijing is a big place.
Beijing is a big place.	Beijing is a big place.   北京是个大的地方。  MDBG    Běijīng shì gè dà de dìfang.
我从美国来。	我从美国来。   MDBG    Wǒ cóng Měiguó lái.     English I'm from America.
I'm from America.	I'm from America.   我从美国来。  MDBG    Wǒ cóng Měiguó lái.
我想知道谁来了。	我想知道谁来了。   MDBG    wǒ xiǎng zhīdào shéi lái le.     English I wonder who has come.
I wonder who has come.	I wonder who has come.   我想知道谁来了。  MDBG    wǒ xiǎng zhīdào shéi lái le.
你什么时候来中国？	你什么时候来中国？   MDBG    Nǐ shénme shíhòu lái Zhōngguó?     English When will you come to China?
When will you come to China?	When will you come to China?   你什么时候来中国？  MDBG    Nǐ shénme shíhòu lái Zhōngguó?
学生没来。	学生没来。   MDBG    Xuésheng méi lái.     English The student did not come.
The student did not come.	The student did not come.   学生没来。  MDBG    Xuésheng méi lái.
你今天想做什么？	你今天想做什么？   MDBG    Nǐ jīntiān xiǎng zuò shénme?     English What do you want to do today?
What do you want to do today?	What do you want to do today?   你今天想做什么？  MDBG    Nǐ jīntiān xiǎng zuò shénme?
我在想你今天会不会来。	我在想你今天会不会来。   MDBG    wǒ zài xiǎng nǐ jīntiān huì bu huì lái. (会 3 meanings: will/would/able to)     English I am wondering if you will come today.
I am wondering if you will come today.	I am wondering if you will come today.   我在想你今天会不会来。  MDBG    wǒ zài xiǎng nǐ jīntiān huì bu huì lái. (会 3 meanings: will/would/able to)
他今天想做什么？	他今天想做什么？   MDBG    Tā jīntiān xiǎng zuò shénme?     English What would he like to do today?
What would he like to do today?	What would he like to do today?   他今天想做什么？  MDBG    Tā jīntiān xiǎng zuò shénme?
你听懂了吗？	"你听懂了吗？   MDBG    Nǐ tīng dǒng le ma?     English Did you understand? (literally ""you heard and understood?"")"
"Did you understand? (literally ""you heard and understood?"")"	"Did you understand? (literally ""you heard and understood?"")   你听懂了吗？  MDBG    Nǐ tīng dǒng le ma?"
我懂了。	我懂了。   MDBG    Wǒ dǒng le.     English I understand.
I understand.	I understand.   我懂了。  MDBG    Wǒ dǒng le.
我听懂了。	我听懂了。   MDBG    Wǒ tīng dǒng le. (verb+result grammar: ting+dong)     English I heard and understood.
I heard and understood.	I heard and understood.   我听懂了。  MDBG    Wǒ tīng dǒng le. (verb+result grammar: ting+dong)
他是我的朋友。	他是我的朋友。   MDBG    Tā shì wǒ de péngyou.     English He is my friend.
He is my friend.	He is my friend.   他是我的朋友。  MDBG    Tā shì wǒ de péngyou.
我很喜欢你的朋友。	我很喜欢你的朋友。   MDBG    Wǒ hěn xǐhuan nǐ de péngyou.     English I like your friend very much.
I like your friend very much.	I like your friend very much.   我很喜欢你的朋友。  MDBG    Wǒ hěn xǐhuan nǐ de péngyou.
我的朋友没来。	我的朋友没来。   MDBG    Wǒ de péngyou méi lái.     English My friend did not come.
My friend did not come.	My friend did not come.   我的朋友没来。  MDBG    Wǒ de péngyou méi lái.
你喜欢我朋友吗？	你喜欢我朋友吗？   MDBG    Nǐ xǐhuan wǒ péngyou ma?     English Do you like my friend?
Do you like my friend?	Do you like my friend?   你喜欢我朋友吗？  MDBG    Nǐ xǐhuan wǒ péngyou ma?
你朋友想做什么？	你朋友想做什么？   MDBG    Nǐ péngyǒu xiǎng zuò shénme?     English What would your friend like to do?
What would your friend like to do?	What would your friend like to do?   你朋友想做什么？  MDBG    Nǐ péngyǒu xiǎng zuò shénme?
他们都是我的朋友。	他们都是我的朋友。   MDBG    Tāmen dōu shì wǒ de péngyou.     English They are all my friends.
They are all my friends.	They are all my friends.   他们都是我的朋友。  MDBG    Tāmen dōu shì wǒ de péngyou.
我们是朋友。	我们是朋友。   MDBG    Wǒmen shì péngyou.     English We're friends.
We're friends.	We're friends.   我们是朋友。  MDBG    Wǒmen shì péngyou.
我听不懂他说的话。	我听不懂他说的话。   MDBG    Wǒ tīng bù dǒng tā shuō de huà.     English I don't understand what he's saying.
I don't understand what he's saying.	I don't understand what he's saying.   我听不懂他说的话。  MDBG    Wǒ tīng bù dǒng tā shuō de huà.
什么时候可以告诉我？	什么时候可以告诉我？   MDBG    Shénme shíhou kěyǐ gàosu wǒ?     English When can you tell me?
When can you tell me?	When can you tell me?   什么时候可以告诉我？  MDBG    Shénme shíhou kěyǐ gàosu wǒ?
你能告诉我这是什么吗？	你能告诉我这是什么吗？   MDBG    nǐ néng gàosu wǒ zhè shì shénme ma?     English Can you tell me what this is?
Can you tell me what this is?	Can you tell me what this is?   你能告诉我这是什么吗？  MDBG    nǐ néng gàosu wǒ zhè shì shénme ma?
这是我的书。	这是我的书。   MDBG    zhè shì wǒ de shū.     English This is my book.
This is my book.	This is my book.   这是我的书。  MDBG    zhè shì wǒ de shū.
他喜欢这本书。	他喜欢这本书。   MDBG    Tā xǐhuan zhè běn shū.     English He likes this book.
He likes this book.	He likes this book.   他喜欢这本书。  MDBG    Tā xǐhuan zhè běn shū.
我不喜欢这本书。	我不喜欢这本书。   MDBG    Wǒ bù xǐhuan zhè běn shū.     English I don't like this book.
I don't like this book.	I don't like this book.   我不喜欢这本书。  MDBG    Wǒ bù xǐhuan zhè běn shū.
哪本是你的书？	哪本是你的书？   MDBG    nǎ běn shì nǐ de shū? (also na ben shu shi ni de?)     English Which book is your book?
Which book is your book?	Which book is your book?   哪本是你的书？  MDBG    nǎ běn shì nǐ de shū? (also na ben shu shi ni de?)
那本书是我的。	那本书是我的。   MDBG    Nà běn shū shì wǒ de.     English That book is mine.
That book is mine.	That book is mine.   那本书是我的。  MDBG    Nà běn shū shì wǒ de.
这本书谁想要就给谁吧。	这本书谁想要就给谁吧。   MDBG    zhè běn shū, shéi xiǎng yào, jiù gěi shéi ba. (1st shei = 2nd shei, same person)     English Give the book to whomever wants it.
Give the book to whomever wants it.	Give the book to whomever wants it.   这本书谁想要就给谁吧。  MDBG    zhè běn shū, shéi xiǎng yào, jiù gěi shéi ba. (1st shei = 2nd shei, same person)
走吧。	走吧。   MDBG    zǒu ba. (add 吧 = proposal, not harsh)     English Let's go.
Let's go.	Let's go.   走吧。  MDBG    zǒu ba. (add 吧 = proposal, not harsh)
你想走的时候就走吧。	你想走的时候就走吧。   MDBG    nǐ xiǎng zǒu de shíhou, jiù zǒu ba.     English Go when you want, ok?
Go when you want, ok?	Go when you want, ok?   你想走的时候就走吧。  MDBG    nǐ xiǎng zǒu de shíhou, jiù zǒu ba.
他跟你说什么，你就做什么。	他跟你说什么，你就做什么。   MDBG    tā gēn nǐ shuō shénme, nǐ jiù zuò shénme. (1st shenme = 2nd shenme = sentence subject)     English Do whatever he tells you.
Do whatever he tells you.	Do whatever he tells you.   他跟你说什么，你就做什么。  MDBG    tā gēn nǐ shuō shénme, nǐ jiù zuò shénme. (1st shenme = 2nd shenme = sentence subject)
你想跟我一起吃饭吗？	你想跟我一起吃饭吗？   MDBG    Nǐ xiǎng gēn wǒ yīqǐ chī fàn ma?     English Would you like to eat with me?
Would you like to eat with me?	Would you like to eat with me?   你想跟我一起吃饭吗？  MDBG    Nǐ xiǎng gēn wǒ yīqǐ chī fàn ma?
我给了你一本书。	我给了你一本书。   MDBG    wǒ gěi le nǐ yī běn shū.     English I gave you a book.
I gave you a book.	I gave you a book.   我给了你一本书。  MDBG    wǒ gěi le nǐ yī běn shū.
我跟他一起工作。	我跟他一起工作。   MDBG    Wǒ gēn tā yīqǐ gōngzuò.     English I work with him.
I work with him.	I work with him.   我跟他一起工作。  MDBG    Wǒ gēn tā yīqǐ gōngzuò.
A我也想。 B那跟我们一起去吧！	A我也想。 B那跟我们一起去吧！   MDBG    Wǒ yě xiǎng. Nà gēn wǒmen yī qǐ qù ba!     English I also want to. Then go with us!
I also want to. Then go with us!	I also want to. Then go with us!   A我也想。 B那跟我们一起去吧！  MDBG    Wǒ yě xiǎng. Nà gēn wǒmen yī qǐ qù ba!
让我想一想。	"让我想一想。   MDBG    Ràng wǒ xiǎng yī xiǎng.     English Let me think (literally ""let me think one think"")"
"Let me think (literally ""let me think one think"")"	"Let me think (literally ""let me think one think"")   让我想一想。  MDBG    Ràng wǒ xiǎng yī xiǎng."
请让一让！	请让一让！   MDBG    Qǐng ràng yī ràng!     English Please let me through / pardon me
Please let me through / pardon me	Please let me through / pardon me   请让一让！  MDBG    Qǐng ràng yī ràng!
请跟我来。	请跟我来。   MDBG    Qǐng gēn wǒ lái.     English Please come with me.
Please come with me.	Please come with me.   请跟我来。  MDBG    Qǐng gēn wǒ lái.
Kate,坐吧。	Kate,坐吧。   MDBG    Kate,  zuò ba.     English Kate, sit down.
Kate, sit down.	Kate, sit down.   Kate,坐吧。  MDBG    Kate,  zuò ba.
你喜欢学校吗？	你喜欢学校吗？   MDBG    Nǐ xǐhuan xuéxiào ma?     English Do you like school?
Do you like school?	Do you like school?   你喜欢学校吗？  MDBG    Nǐ xǐhuan xuéxiào ma?
我在学校。	我在学校。   MDBG    Wǒ zài xuéxiào.     English I am at school.
I am at school.	I am at school.   我在学校。  MDBG    Wǒ zài xuéxiào.
学生不喜欢学校。	学生不喜欢学校。   MDBG    Xuéshēng bù xǐhuan xuéxiào.     English The students don't like school.
The students don't like school.	The students don't like school.   学生不喜欢学校。  MDBG    Xuéshēng bù xǐhuan xuéxiào.
我要去学校。	我要去学校。   MDBG    Wǒ yào qù xuéxiào.     English I'm going to school.
I'm going to school.	I'm going to school.   我要去学校。  MDBG    Wǒ yào qù xuéxiào.
学校在哪里？	学校在哪里？   MDBG    Xuéxiào zài nǎli?     English Where is the school?
Where is the school?	Where is the school?   学校在哪里？  MDBG    Xuéxiào zài nǎli?
这所学校很大。	这所学校很大。   MDBG    Zhè suǒ xuéxiào hěn dà.     English This school is very big.
This school is very big.	This school is very big.   这所学校很大。  MDBG    Zhè suǒ xuéxiào hěn dà.
我是老师。	我是老师。   MDBG    Wǒ shì lǎoshī.     English I'm a teacher.
I'm a teacher.	I'm a teacher.   我是老师。  MDBG    Wǒ shì lǎoshī.
她是我们的老师。	她是我们的老师。   MDBG    Tā shì wǒmen de lǎoshī.     English She is our teacher.
She is our teacher.	She is our teacher.   她是我们的老师。  MDBG    Tā shì wǒmen de lǎoshī.
他们都是好老师。	他们都是好老师。   MDBG    tāmen dōu shì hǎo lǎoshī.     English They are all good teachers.
They are all good teachers.	They are all good teachers.   他们都是好老师。  MDBG    tāmen dōu shì hǎo lǎoshī.
你要去看老师吗？	你要去看老师吗？   MDBG    Nǐ yào qù kàn lǎoshī ma?     English Are you going to go see the teacher?
Are you going to go see the teacher?	Are you going to go see the teacher?   你要去看老师吗？  MDBG    Nǐ yào qù kàn lǎoshī ma?
他要去看老师。	他要去看老师。   MDBG    Tā yào qù kàn lǎoshī.     English He is going to see the teacher.
He is going to see the teacher.	He is going to see the teacher.   他要去看老师。  MDBG    Tā yào qù kàn lǎoshī.
老师要去学校。	老师要去学校。   MDBG    Lǎoshī yào qù xuéxiào.     English The teacher is going to school.
The teacher is going to school.	The teacher is going to school.   老师要去学校。  MDBG    Lǎoshī yào qù xuéxiào.
老师去哪里？	老师去哪里？   MDBG    Lǎoshī qù nǎli?     English Where is the teacher going?
Where is the teacher going?	Where is the teacher going?   老师去哪里？  MDBG    Lǎoshī qù nǎli?
听老师说。	听老师说。   MDBG    Tīng lǎoshī shuō.     English Listen to the teacher.
Listen to the teacher.	Listen to the teacher.   听老师说。  MDBG    Tīng lǎoshī shuō.
老师是中国人。	老师是中国人。   MDBG    Lǎoshī shì Zhōngguórén.     English The teacher is Chinese.
The teacher is Chinese.	The teacher is Chinese.   老师是中国人。  MDBG    Lǎoshī shì Zhōngguórén.
我听不懂老师说的话。	我听不懂老师说的话。   MDBG    Wǒ tīng bù dǒng lǎoshī shuō de huà.     English I don't understand what the teacher says.
I don't understand what the teacher says.	I don't understand what the teacher says.   我听不懂老师说的话。  MDBG    Wǒ tīng bù dǒng lǎoshī shuō de huà.
她想当老师。	她想当老师。   MDBG    Tā xiǎng dāng lǎoshī.     English She wants to be a teacher.
She wants to be a teacher.	She wants to be a teacher.   她想当老师。  MDBG    Tā xiǎng dāng lǎoshī.
您学习吗？	您学习吗？   MDBG    nín xuéxí ma?     English Are you studying?
Are you studying?	Are you studying?   您学习吗？  MDBG    nín xuéxí ma?
他告诉我什么时候该说是。	"他告诉我什么时候该说是。   MDBG    tā gàosu wǒ shénme shíhou gāi shuō shì.     English He told me when I should say ""yes""."
"He told me when I should say ""yes""."	"He told me when I should say ""yes"".   他告诉我什么时候该说是。  MDBG    tā gàosu wǒ shénme shíhou gāi shuō shì."
为什么？	为什么？   MDBG    Wèishénme?     English Why?
Why?	Why?   为什么？  MDBG    Wèishénme?
他们为什么去？	他们为什么去？   MDBG    Tāmen wèishénme qù?     English Why did they go?
Why did they go?	Why did they go?   他们为什么去？  MDBG    Tāmen wèishénme qù?
她为什么去？	她为什么去？   MDBG    Tā wèishénme qù?     English Why did she go?
Why did she go?	Why did she go?   她为什么去？  MDBG    Tā wèishénme qù?
你为什么那么做？	你为什么那么做？   MDBG    Nǐ wèishénme nàme zuò?     English Why did you do like that?
Why did you do like that?	Why did you do like that?   你为什么那么做？  MDBG    Nǐ wèishénme nàme zuò?
一人说一句。	一人说一句。   MDBG    Yī rén shuō yī jù.     English Each person say one sentence.
Each person say one sentence.	Each person say one sentence.   一人说一句。  MDBG    Yī rén shuō yī jù.
我想对你说几句话。	我想对你说几句话。   MDBG    Wǒ xiǎng duì nǐ shuō jǐ jù huà. (also duì -> gen3, gei3) (also shuō -> jiang3)     English I'd like to say a few words to you.
I'd like to say a few words to you.	I'd like to say a few words to you.   我想对你说几句话。  MDBG    Wǒ xiǎng duì nǐ shuō jǐ jù huà. (also duì -> gen3, gei3) (also shuō -> jiang3)
今天是星期一。	今天是星期一。   MDBG    Jīntiān shì xīngqī yī.     English Today is Monday.
Today is Monday.	Today is Monday.   今天是星期一。  MDBG    Jīntiān shì xīngqī yī.
今天是星期几？	今天是星期几？   MDBG    Jīntiān shì xīngqī jǐ? (also zhou ji)     English What day of the week is it?
What day of the week is it?	What day of the week is it?   今天是星期几？  MDBG    Jīntiān shì xīngqī jǐ? (also zhou ji)
我在这里两个星期了。	我在这里两个星期了。   MDBG    Wǒ zài zhèlǐ liǎng gè xīngqī le.     English I've been here for two weeks.
I've been here for two weeks.	I've been here for two weeks.   我在这里两个星期了。  MDBG    Wǒ zài zhèlǐ liǎng gè xīngqī le.
今天是星期二。	今天是星期二。   MDBG    Jīntiān shì xīngqī'èr.     English Today is Tuesday.
Today is Tuesday.	Today is Tuesday.   今天是星期二。  MDBG    Jīntiān shì xīngqī'èr.
今天是星期六。	今天是星期六。   MDBG    Jīntiān shì xīngqī liù.     English Today is Saturday.
Today is Saturday.	Today is Saturday.   今天是星期六。  MDBG    Jīntiān shì xīngqī liù.
今天是星期天。	今天是星期天。   MDBG    Jīntiān shì xīngqī tiān.     English Today is Sunday.
Today is Sunday.	Today is Sunday.   今天是星期天。  MDBG    Jīntiān shì xīngqī tiān.
有什么事是我该做的吗？	有什么事是我该做的吗？   MDBG    yǒu shénme shì, shì wǒ gāi zuò de ma?     English Is there anything I should do?
Is there anything I should do?	Is there anything I should do?   有什么事是我该做的吗？  MDBG    yǒu shénme shì, shì wǒ gāi zuò de ma?
现在是六点。	现在是六点。   MDBG    Xiànzài shì liù diǎn.     English (Right now) It's six.
(Right now) It's six.	(Right now) It's six.   现在是六点。  MDBG    Xiànzài shì liù diǎn.
现在几点了？	现在几点了？   MDBG    Xiànzài jǐ diǎn le? (also Xiànzài shì jǐ diǎn?)     English What time is it now?
What time is it now?	What time is it now?   现在几点了？  MDBG    Xiànzài jǐ diǎn le? (also Xiànzài shì jǐ diǎn?)
现在是10点。	现在是10点。   MDBG    Xiànzài shì shí diǎn.     English It's ten o'clock now.
It's ten o'clock now.	It's ten o'clock now.   现在是10点。  MDBG    Xiànzài shì shí diǎn.
现在六点四十分。	现在六点四十分。   MDBG    Xiànzài liù diǎn sì shí fēn.     English (Right now) It's six forty.
(Right now) It's six forty.	(Right now) It's six forty.   现在六点四十分。  MDBG    Xiànzài liù diǎn sì shí fēn.
你现在好点了吗？	你现在好点了吗？   MDBG    nǐ xiànzài hǎo diǎn le ma?     English Are you a bit better now?
Are you a bit better now?	Are you a bit better now?   你现在好点了吗？  MDBG    nǐ xiànzài hǎo diǎn le ma?
已经是11点了。	已经是11点了。   MDBG    yǐjīng shì 11 diǎn le. (also no shi)     English It is already eleven.
It is already eleven.	It is already eleven.   已经是11点了。  MDBG    yǐjīng shì 11 diǎn le. (also no shi)
她有很多事要做。	她有很多事要做。   MDBG    tā yǒu hěn duō shì yào zuò. (also gai zuo de)     English She has a lot to do.
She has a lot to do.	She has a lot to do.   她有很多事要做。  MDBG    tā yǒu hěn duō shì yào zuò. (also gai zuo de)
这有很多钱。	这有很多钱。   MDBG    Zhè yǒu hěn duō qián.     English There is a lot of money here.
There is a lot of money here.	There is a lot of money here.   这有很多钱。  MDBG    Zhè yǒu hěn duō qián.
现在的情况怎么样？	现在的情况怎么样？   MDBG    Xiànzài de qíngkuàng zěnmeyàng?     English How's the situation now?
How's the situation now?	How's the situation now?   现在的情况怎么样？  MDBG    Xiànzài de qíngkuàng zěnmeyàng?
已经五点了。	已经五点了。   MDBG    Yǐjīng wǔ diǎn le. (also shi)     English It's already five o'clock.
It's already five o'clock.	It's already five o'clock.   已经五点了。  MDBG    Yǐjīng wǔ diǎn le. (also shi)
现在是五点。	现在是五点。   MDBG    Xiànzài shì wǔ diǎn.     English (Right now) It's five.
